순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1335,39290,인포뱅크,"14,450",-950,-6.2,"523,106","7,590,285,500","14,700","14,950","13,900","125,627,982,100",0,"8,693,978",,,
1336,69540,라이트론,"5,420",0,0,0,0,0,0,0,"125,605,134,180",0,"23,174,379",,,
1337,103590,일진전기,"3,385",100,3,"261,105","873,205,435","3,295","3,410","3,255","125,517,120,150",0,"37,080,390",,,
1338,263600,덕우전자,"7,870",90,1.2,"251,119","1,952,188,870","7,820","7,870","7,680","125,371,539,700",0,"15,930,310",,,
1339,9190,대양금속,"4,240",20,0.5,"1,344,891","5,590,949,410","4,180","4,250","4,050","125,359,581,360",0,"29,565,939",,,
1340,60850,영림원소프트랩,"15,400",550,3.7,"253,275","3,860,509,200","14,900","15,450","14,800","125,217,400,000",0,"8,131,000",,,
1341,11390,부산산업,"118,500","2,000",1.7,"5,868","689,619,000","116,000","119,000","115,500","125,136,000,000",0,"1,056,000",,,
1342,217820,엔에스,"11,600",150,1.3,"360,043","4,159,173,250","11,650","11,800","11,250","124,927,603,600",0,"10,769,621",,,
1343,83550,케이엠,"12,150",100,0.8,"87,114","1,054,826,000","12,100","12,250","11,950","124,926,640,200",0,"10,282,028",,,
1344,69510,에스텍,"11,450",-550,-4.6,"130,829","1,500,163,650","11,750","11,950","11,250","124,919,500,000",0,"10,910,000",,,
1345,111870,삼본전자,"1,290",-40,-3,"1,751,812","2,280,575,585","1,320","1,330","1,290","124,513,154,250",0,"96,521,825",,,
1346,1750,한양증권,"9,780",40,0.4,"51,938","504,584,180","9,760","9,780","9,650","124,485,062,520",0,"12,728,534",,,
1347,57030,YBM넷,"7,630",-140,-1.8,"149,818","1,144,040,140","7,710","7,770","7,550","124,465,878,110",0,"16,312,697",,,
1348,32560,황금에스티,"8,890",240,2.8,"315,934","2,765,676,810","8,660","8,910","8,550","124,460,000,000",0,"14,000,000",,,
1349,58630,엠게임,"6,360",200,3.2,"3,300,802","21,210,601,200","6,090","6,700","6,090","124,299,057,720",0,"19,543,877",,,
1350,140070,서플러스글로벌,"3,360",5,0.2,"280,314","943,215,980","3,380","3,425","3,320","124,279,680,000",0,"36,988,000",,,
1351,182360,큐브엔터,"3,600",-10,-0.3,"765,674","2,783,520,260","3,610","3,790","3,510","124,267,816,800",0,"34,518,838",,,
1352,129260,인터지스,"4,170",20,0.5,"1,235,201","5,154,840,110","4,350","4,415","4,000","124,048,634,580",0,"29,747,874",,,
1353,24950,삼천리자전거,"9,330",140,1.5,"642,734","6,034,265,130","9,530","9,530","9,290","123,842,473,410",0,"13,273,577",,,
1354,33637K,솔루스첨단소재1우,"16,750",-50,-0.3,"17,116","286,021,900","16,650","16,900","16,600","123,387,200,000",0,"7,366,400",,,
1355,13990,아가방컴퍼니,"3,740",200,5.6,"2,631,655","9,693,339,790","3,540","3,775","3,510","122,999,384,640",0,"32,887,536",,,
1356,4250,NPC,"3,345",15,0.4,"173,690","581,320,540","3,330","3,400","3,320","122,828,400,000",0,"36,720,000",,,
1357,67570,엔브이에이치코리아,"4,150",20,0.5,"304,271","1,261,310,650","4,155","4,185","4,100","122,805,907,750",0,"29,591,785",,,
1358,9440,KC그린홀딩스,"5,470",0,0,"105,249","577,004,900","5,530","5,560","5,430","122,719,340,600",0,"22,434,980",,,
1359,244920,에이플러스에셋,"5,420",-80,-1.4,"82,639","448,278,880","5,510","5,510","5,380","122,533,696,060",0,"22,607,693",,,
1360,38870,에코바이오,"10,550",250,2.4,"463,220","4,856,575,050","10,300","10,600","10,100","122,495,986,700",0,"11,610,994",,,
1361,63170,서울옥션,"7,240",-150,-2,"134,100","980,251,720","7,500","7,500","7,140","122,482,700,000",0,"16,917,500",,,
1362,38070,서린바이오,"15,300",400,2.7,"470,143","7,147,598,050","15,050","15,550","14,800","122,410,342,800",0,"8,000,676",,,
1363,1840,이화공영,"6,170",240,4,"3,281,484","20,429,217,510","5,890","6,470","5,890","122,201,539,200",0,"19,805,760",,,
1364,7330,푸른저축은행,"8,080",-30,-0.4,"7,820","63,447,470","8,120","8,130","8,080","121,869,024,000",0,"15,082,800",,,
1365,119830,아이텍,"8,520",-90,-1,"291,022","2,500,306,450","8,660","8,770","8,450","121,485,998,400",0,"14,258,920",,,
1366,46940,우원개발,"6,720",180,2.8,"430,419","2,847,703,580","6,440","6,730","6,430","121,459,632,000",0,"18,074,350",,,
1367,42520,한스바이오메드,"12,000",-50,-0.4,"73,949","883,462,250","11,900","12,100","11,850","121,235,772,000",0,"10,102,981",,,
1368,44960,이글벳,"9,590",160,1.7,"343,310","3,296,366,050","9,440","9,840","9,440","121,235,657,970",0,"12,641,883",,,
1369,83500,에프엔에스테크,"14,450",550,4,"172,637","2,484,116,000","13,900","14,750","13,750","121,173,682,900",0,"8,385,722",,,
1370,56700,신화인터텍,"4,150",170,4.3,"4,965,472","20,899,622,600","3,910","4,460","3,860","120,910,627,650",0,"29,135,091",,,
1371,4650,창해에탄올,"13,100",-100,-0.8,"36,231","475,607,550","13,100","13,250","13,050","120,400,593,500",0,"9,190,885",,,
1372,347770,핌스,"16,550",450,2.8,"81,148","1,337,606,400","16,200","16,700","16,100","120,234,806,650",0,"7,264,943",,,
1373,75180,새론오토모티브,"6,260",80,1.3,"6,175","38,257,770","6,180","6,280","6,120","120,192,000,000",0,"19,200,000",,,
1374,46120,오르비텍,"5,050",-70,-1.4,"414,138","2,110,030,560","5,120","5,170","5,040","120,142,393,650",0,"23,790,573",,,
1375,21050,서원,"2,525",5,0.2,"306,631","773,562,055","2,520","2,540","2,510","119,873,339,750",0,"47,474,590",,,
1376,56080,유진로봇,"3,195",-35,-1.1,"419,382","1,339,868,490","3,270","3,270","3,165","119,851,325,640",0,"37,512,152",,,
1377,890,보해양조,940,15,1.6,"1,905,428","1,780,460,111",921,943,919,"119,802,410,620",0,"127,449,373",,,
1378,83640,인콘,"2,820",0,0,"1,087,431","3,111,542,625","2,910","2,930","2,815","119,785,938,060",0,"42,477,283",,,
1379,264660,씨앤지하이테크,"14,250",300,2.2,"93,943","1,345,244,450","14,050","14,600","14,050","119,778,090,000",0,"8,405,480",,,
1380,38680,에스넷,"7,450",170,2.3,"571,174","4,175,340,350","7,310","7,450","7,190","119,760,351,750",0,"16,075,215",,,
1381,73110,엘엠에스,"13,450",100,0.8,"481,305","6,508,116,750","13,550","13,750","13,350","119,647,904,750",0,"8,895,755",,,
1382,66130,하츠,"9,320",30,0.3,"555,067","5,088,361,560","9,310","9,350","9,000","119,296,000,000",0,"12,800,000",,,
1383,158430,아톤,"27,400",300,1.1,"133,946","3,688,966,400","28,000","28,100","27,000","119,288,009,800",0,"4,353,577",,,
1384,78140,대봉엘에스,"10,750",50,0.5,"74,203","797,252,850","10,700","10,900","10,650","119,180,724,250",0,"11,086,579",,,
1385,137940,넥스트아이,"1,545",10,0.6,"287,155","443,579,995","1,505","1,575","1,505","119,144,487,285",0,"77,116,173",,,
1386,14530,극동유화,"3,415",0,0,"35,767","121,733,900","3,410","3,425","3,385","119,079,069,300",0,"34,869,420",,,
1387,25440,대성엘텍,"1,190",-65,-5.2,"6,816,183","8,167,961,930","1,230","1,230","1,170","118,596,998,170",0,"99,661,343",,,
1388,53690,한미글로벌,"10,800",150,1.4,"150,128","1,620,620,600","10,650","10,900","10,600","118,341,540,000",0,"10,957,550",,,
1389,60370,KT서브마린,"5,400",20,0.4,"218,483","1,180,549,670","5,390","5,490","5,310","118,260,000,000",0,"21,900,000",,,
1390,104620,노랑풍선,"24,800",400,1.6,"1,060,490","27,501,604,800","24,850","27,300","24,550","118,188,120,000",0,"4,765,650",,,
1391,89790,제이티,"11,450",-350,-3,"707,570","7,913,364,400","11,800","11,800","10,650","118,112,623,850",0,"10,315,513",,,
1392,43220,에이치엘비파워,"1,295",20,1.6,"863,597","1,105,889,255","1,275","1,305","1,260","117,994,413,215",0,"91,115,377",,,
1393,5990,매일홀딩스,"8,600",270,3.2,"107,843","915,797,830","8,350","8,640","8,300","117,977,414,400",0,"13,718,304",,,
1394,13310,아진산업,"3,100",-10,-0.3,"543,785","1,683,189,700","3,105","3,150","3,065","117,873,116,600",0,"38,023,586",,,
1395,3720,삼영화학,"3,465",265,8.3,"1,671,528","5,700,120,280","3,180","3,520","3,140","117,810,000,000",0,"34,000,000",,,
1396,900250,크리스탈신소재,"1,735",15,0.9,"878,189","1,523,087,805","1,735","1,755","1,715","117,604,983,220",0,"67,783,852",,,
1397,64800,젬백스링크,"1,495",15,1,"2,669,342","4,016,565,935","1,470","1,530","1,470","117,455,099,580",0,"78,565,284",,,
1398,7680,대원,"9,810",-10,-0.1,"23,131","226,700,540","9,950","9,970","9,730","117,394,111,800",0,"11,966,780",,,
1399,1290,상상인증권,"1,220",65,5.6,"3,022,203","3,830,606,130","1,180","1,435","1,145","117,252,293,140",0,"96,108,437",,,
1400,8250,이건산업,"10,700",100,0.9,"218,030","2,320,298,200","10,550","10,800","10,500","117,193,194,500",0,"10,952,635",,,
1401,100840,S&TC,"15,600",50,0.3,"38,399","593,157,400","15,550","15,650","15,350","117,104,691,600",0,"7,506,711",,,
1402,263800,데이타솔루션,"7,370",-50,-0.7,"76,939","565,166,310","7,360","7,400","7,300","116,877,734,600",0,"15,858,580",,,
1403,95910,에스에너지,"7,910",30,0.4,"134,621","1,058,386,660","7,920","7,940","7,800","116,610,659,620",0,"14,742,182",,,
1404,297890,엘이티,"16,400",-600,-3.5,"53,446","887,563,950","16,900","16,950","16,350","116,594,980,000",0,"7,109,450",,,
1405,60240,룽투코리아,"4,585",-15,-0.3,"46,056","211,507,600","4,620","4,625","4,555","116,593,267,140",0,"25,429,284",,,
1406,99750,이지케어텍,"18,250",50,0.3,"16,375","297,012,900","18,000","18,250","18,000","116,544,500,000",0,"6,386,000",,,
1407,20710,시공테크,"5,810",400,7.4,"717,417","4,088,792,140","5,460","5,950","5,380","116,478,705,700",0,"20,047,970",,,
1408,14940,오리엔탈정공,"2,555",25,1,"814,408","2,096,447,010","2,575","2,635","2,530","116,440,703,855",0,"45,573,661",,,
1409,5710,대원산업,"5,790",-20,-0.3,"16,686","96,488,110","5,880","5,880","5,740","116,017,704,000",0,"20,037,600",,,
1410,178780,유테크,"3,350",-20,-0.6,"426,336","1,461,029,980","3,420","3,560","3,350","115,889,367,350",0,"34,593,841",,,
1411,341310,이앤에치,"6,700",500,8.1,"1,445","9,366,300","6,200","6,700","6,200","115,865,780,000",0,"17,293,400",,,
1412,11810,STX,"5,870",40,0.7,"29,367","173,130,520","5,800","6,090","5,790","115,796,914,740",0,"19,726,902",,,
1413,48910,대원미디어,"9,180",210,2.3,"220,769","2,021,128,880","8,980","9,250","8,980","115,474,724,280",0,"12,578,946",,,
1414,260970,에스앤디,"379,700",0,0,0,0,0,0,0,"115,292,867,400",0,"303,642",,,
1415,9200,무림페이퍼,"2,770",40,1.5,"178,621","491,513,845","2,740","2,780","2,730","115,257,788,700",0,"41,609,310",,,
1416,131400,액트,"5,030",10,0.2,"176,566","881,295,880","5,000","5,040","4,955","115,141,956,350",0,"22,891,045",,,
1417,305090,마이크로디지탈,"15,850",300,1.9,"133,168","2,044,300,000","15,650","15,900","15,050","115,096,360,000",0,"7,261,600",,,
1418,62860,티엘아이,"11,650",50,0.4,"1,018,716","11,613,311,550","11,250","11,900","10,800","115,017,188,000",0,"9,872,720",,,
1419,14570,고려제약,"10,450",-300,-2.8,"281,412","2,961,059,850","10,550","10,850","10,350","114,950,000,000",0,"11,000,000",,,
1420,52670,제일바이오,"7,660",10,0.1,"297,569","2,288,374,070","7,630","7,770","7,630","114,900,000,000",0,"15,000,000",,,
1421,239890,피엔에이치테크,"28,750","-1,050",-3.5,"4,877","142,713,050","29,950","29,950","28,750","114,867,060,000",0,"3,995,376",,,
1422,90470,제이스텍,"7,860",120,1.6,"61,801","481,006,450","7,530","7,900","7,530","114,738,770,880",0,"14,597,808",,,
1423,152550,한국ANKOR유전,"1,635",0,0,"103,151","167,939,045","1,635","1,640","1,625","114,482,700,000",0,"70,020,000",,,
1424,306620,네온테크,"3,075",45,1.5,"1,342,482","4,138,103,935","3,040","3,140","3,010","114,413,437,650",0,"37,207,622",,,
1425,14580,태경비케이,"4,145",5,0.1,"470,044","1,946,441,055","4,115","4,195","4,100","114,331,949,500",0,"27,583,100",,,
1426,92440,기신정기,"3,910",-5,-0.1,"65,074","253,732,370","3,880","3,950","3,880","114,172,000,000",0,"29,200,000",,,
1427,78000,텔코웨어,"11,750",-100,-0.8,"57,429","669,954,450","11,800","11,850","11,550","114,006,795,500",0,"9,702,706",,,
1428,53160,프리엠스,"19,000","2,350",14.1,"807,005","14,388,825,200","17,200","19,150","16,650","114,000,000,000",0,"6,000,000",,,
1429,60230,이그잭스,"1,475",0,0,"390,084","579,712,585","1,490","1,505","1,475","113,817,749,600",0,"77,164,576",,,
1430,21080,에이티넘인베스트,"2,370",50,2.2,"577,241","1,363,587,785","2,325","2,390","2,325","113,760,000,000",0,"48,000,000",,,
1431,26150,특수건설,"7,280",20,0.3,"300,195","2,186,015,650","7,300","7,370","7,230","113,755,285,280",0,"15,625,726",,,
1432,10600,웰바이오텍,"2,510",-60,-2.3,"627,367","1,583,768,075","2,570","2,570","2,495","113,728,920,770",0,"45,310,327",,,
1433,106520,디지탈옵틱,"1,020",-50,-4.7,"5,977,791","6,258,716,310","1,070","1,100","1,010","113,626,962,660",0,"111,398,983",,,
1434,250000,보라티알,"16,800",-950,-5.4,"220,306","3,798,584,950","17,700","18,100","16,800","113,412,314,400",0,"6,750,733",,,
1435,192250,케이사인,"1,600",0,0,"1,034,501","1,660,300,025","1,600","1,625","1,590","113,074,011,200",0,"70,671,257",,,
1436,334890,이지스밸류리츠,"4,710",10,0.2,"59,249","278,820,490","4,705","4,710","4,695","113,040,000,000",0,"24,000,000",,,
1437,208140,정다운,"3,460",100,3,"17,626,486","67,617,570,955","3,990","4,095","3,440","112,553,191,040",0,"32,529,824",,,
1438,57540,옴니시스템,"2,420",50,2.1,"658,058","1,587,444,515","2,375","2,460","2,375","112,407,439,100",0,"46,449,355",,,
1439,37030,파워넷,"6,910",440,6.8,"5,238,158","35,178,791,520","6,560","6,910","6,330","112,244,540,530",0,"16,243,783",,,
1440,72470,우리산업홀딩스,"5,940",-20,-0.3,"141,788","836,871,070","5,950","6,040","5,780","112,190,805,540",0,"18,887,341",,,
1441,94840,슈프리마에이치큐,"10,700",-100,-0.9,"539,111","5,833,642,950","11,000","11,400","10,450","112,048,688,000",0,"10,471,840",,,
1442,267290,경동도시가스,"19,000",-50,-0.3,"26,484","500,767,300","19,300","19,300","18,650","112,012,714,000",0,"5,895,406",,,
1443,3650,미창석유,"64,300",-900,-1.4,"1,514","97,299,200","65,300","65,300","63,900","111,860,909,600",0,"1,739,672",,,
1444,220,유유제약,"13,900",0,0,"61,651","857,312,250","13,850","14,050","13,800","111,689,933,300",0,"8,035,247",,,
1445,1380,SG충방,"2,480",-235,-8.7,"5,655,043","14,481,587,030","2,665","2,720","2,480","111,511,074,640",0,"44,964,143",,,
1446,134790,시디즈,"55,600",300,0.5,"4,348","239,720,000","54,500","55,800","53,500","111,200,000,000",0,"2,000,000",,,
1447,85310,엔케이,"1,390",180,14.9,"21,418,524","28,538,446,805","1,205","1,395","1,200","111,176,859,280",0,"79,983,352",,,
1448,216400,바이오코아,"14,400",750,5.5,"10,975","151,839,400","13,400","14,400","13,400","111,042,936,000",0,"7,711,315",,,
1449,23000,삼원강재,"2,775",155,5.9,"190,448","518,605,960","2,635","2,775","2,630","111,000,000,000",0,"40,000,000",,,
1450,293580,나우IB,"11,700",600,5.4,"1,240,625","14,165,017,050","11,250","12,150","10,950","110,916,000,000",0,"9,480,000",,,
1451,71970,STX중공업,"3,910",70,1.8,"138,627","541,724,490","3,900","3,975","3,855","110,910,966,160",0,"28,365,976",,,
1452,264900,크라운제과,"8,850",30,0.3,"12,881","113,999,810","8,950","8,950","8,790","110,836,072,500",0,"12,523,850",,,
1453,36670,KCI,"9,830",80,0.8,"66,281","650,251,380","9,750","9,860","9,750","110,784,100,000",0,"11,270,000",,,
1454,24060,흥구석유,"7,370",-110,-1.5,"275,479","2,036,985,590","7,460","7,510","7,330","110,550,000,000",0,"15,000,000",,,
1455,327260,메탈라이프,"30,700",0,0,"218,680","6,682,202,000","30,750","32,400","30,250","110,415,251,600",0,"3,596,588",,,
1456,318410,비비씨,"20,400","1,300",6.8,"412,519","8,202,092,500","19,100","20,500","18,850","110,235,133,200",0,"5,403,683",,,
1457,53450,세코닉스,"8,540",190,2.3,"856,367","7,190,971,610","8,410","8,590","8,210","110,094,733,700",0,"12,891,655",,,
1458,237820,플레이디,"8,580",380,4.6,"166,665","1,436,530,960","8,330","8,960","8,200","110,056,861,200",0,"12,827,140",,,
1459,2360,SH에너지화학,989,-16,-1.6,"2,967,560","2,936,425,349","1,005","1,010",980,"109,911,258,970",0,"111,133,730",,,
1460,12160,영흥,"1,185",10,0.8,"484,607","572,345,050","1,170","1,195","1,170","109,889,827,920",0,"92,734,032",,,
1461,36710,심텍홀딩스,"2,700",-15,-0.6,"341,476","923,410,065","2,725","2,755","2,665","109,791,663,300",0,"40,663,579",,,
1462,56730,포스링크,"1,550",0,0,0,0,0,0,0,"109,591,063,600",0,"70,703,912",,,
1463,58430,포스코강판,"18,250",150,0.8,"55,232","1,008,235,950","18,300","18,450","18,100","109,500,000,000",0,"6,000,000",,,
1464,40160,누리텔레콤,"9,040",-100,-1.1,"181,631","1,649,141,020","9,200","9,290","8,990","108,982,036,400",0,"12,055,535",,,
1465,34590,인천도시가스,"24,900",150,0.6,"5,272","130,690,200","25,000","25,000","24,650","108,931,374,600",0,"4,374,754",,,
1466,290740,액트로,"10,800",150,1.4,"62,848","676,723,600","10,550","11,000","10,550","108,702,118,800",0,"10,065,011",,,
1467,12600,센트럴인사이트,"10,150",0,0,"298,230","3,036,554,760","10,000","10,450","9,970","108,561,172,300",0,"10,695,682",,,
1468,36010,아비코전자,"8,140",-190,-2.3,"183,359","1,492,423,200","8,330","8,460","8,030","108,204,482,760",0,"13,292,934",,,
1469,10100,한국프랜지,"3,550",-100,-2.7,"1,665,170","5,790,483,485","3,665","3,730","3,365","108,098,991,000",0,"30,450,420",,,
1470,54090,삼진엘앤디,"4,330",25,0.6,"3,446,089","15,111,558,050","4,295","4,475","4,210","108,073,474,560",0,"24,959,232",,,
1471,223250,드림씨아이에스,"19,400",-50,-0.3,"10,382","200,125,750","19,500","19,500","19,200","107,977,878,000",0,"5,565,870",,,
1472,35620,바른손이앤에이,"1,465",25,1.7,"400,219","579,635,015","1,445","1,465","1,435","107,660,656,895",0,"73,488,503",,,
1473,66900,디에이피,"4,730",135,2.9,"322,822","1,503,805,560","4,595","4,840","4,415","107,581,499,190",0,"22,744,503",,,
1474,164060,이루다,"13,800",150,1.1,"76,307","1,053,783,450","13,650","14,050","13,650","107,564,928,000",0,"7,794,560",,,
1475,119850,지엔씨에너지,"6,590",0,0,"317,622","2,080,757,130","6,600","6,630","6,480","107,389,506,520",0,"16,295,828",,,
1476,49480,오픈베이스,"3,395",25,0.7,"1,448,295","4,935,960,720","3,340","3,445","3,335","106,678,990,285",0,"31,422,383",,,
1477,234300,에스트래픽,"5,120",305,6.3,"1,371,374","6,927,532,205","4,820","5,270","4,750","106,629,939,200",0,"20,826,160",,,
1478,6140,피제이전자,"7,100",70,1,"47,579","337,271,650","7,100","7,260","7,000","106,500,000,000",0,"15,000,000",,,
1479,2140,고려산업,"4,270",-50,-1.2,"394,419","1,697,305,705","4,325","4,395","4,250","106,491,344,750",0,"24,939,425",,,
1480,10960,삼호개발,"4,255",5,0.1,"128,313","547,715,760","4,290","4,300","4,250","106,375,000,000",0,"25,000,000",,,
1481,2600,조흥,"177,000","4,000",2.3,156,"27,285,000","173,000","177,000","172,500","106,200,000,000",0,"600,000",,,
1482,900310,컬러레이,"1,965",-10,-0.5,"252,450","502,362,170","1,975","2,020","1,930","106,110,000,000",0,"54,000,000",,,
1483,43650,국순당,"5,940",50,0.8,"30,035","176,913,150","5,850","5,940","5,830","106,078,325,760",0,"17,858,304",,,
1484,53590,한국테크놀로지,"1,000",-10,-1,"1,309,705","1,312,629,388","1,010","1,020",997,"106,022,578,000",0,"106,022,578",,,
1485,16740,두올,"3,915",-20,-0.5,"1,198,428","4,674,804,865","3,950","4,030","3,830","105,966,052,200",0,"27,066,680",,,
1486,33130,디지틀조선,"2,855",-45,-1.6,"389,246","1,117,043,495","2,940","2,940","2,845","105,964,087,285",0,"37,115,267",,,
1487,27970,세하,"1,840",-30,-1.6,"698,155","1,295,889,740","1,880","1,885","1,840","105,915,914,480",0,"57,562,997",,,
1488,217480,에스디생명공학,"4,720",145,3.2,"61,001","284,135,575","4,605","4,725","4,585","105,799,111,520",0,"22,415,066",,,
1489,10820,퍼스텍,"2,200",-10,-0.4,"348,883","768,104,310","2,205","2,235","2,185","105,735,212,000",0,"48,061,460",,,
1490,88390,이녹스,"11,300",250,2.3,"51,899","580,506,950","11,200","11,300","11,000","105,664,537,200",0,"9,350,844",,,
1491,19770,서연탑메탈,"9,060",-40,-0.4,"1,435,022","13,274,697,360","9,070","9,590","8,930","105,549,000,000",0,"11,650,000",,,
1492,24910,경창산업,"2,945",50,1.7,"312,192","907,225,785","2,895","2,950","2,850","105,486,969,725",0,"35,819,005",,,
1493,241520,DSC인베스트먼트,"5,690",70,1.2,"290,292","1,650,493,360","5,650","5,750","5,590","105,485,937,010",0,"18,538,829",,,
1494,289010,아이스크림에듀,"8,200",70,0.9,"103,559","841,960,870","8,130","8,220","8,010","105,485,103,400",0,"12,864,037",,,
1495,214270,퓨쳐스트림네트웍스,"1,045",10,1,"699,436","725,078,680","1,025","1,050","1,025","105,415,645,720",0,"100,876,216",,,
1496,11090,에넥스,"1,755",60,3.5,"12,803,370","22,021,870,900","1,645","1,755","1,625","105,285,329,955",0,"59,991,641",,,
1497,200350,래몽래인,"21,100",-600,-2.8,"7,073","153,383,950","21,300","22,150","20,700","105,257,750,900",0,"4,988,519",,,
1498,307930,컴퍼니케이,"6,720",100,1.5,"42,145","281,646,240","6,630","6,730","6,630","104,899,200,000",0,"15,610,000",,,
1499,5360,모나미,"5,550",-50,-0.9,"273,915","1,524,261,480","5,650","5,680","5,520","104,880,053,850",0,"18,897,307",,,
1500,170920,엘티씨,"13,650",600,4.6,"824,504","11,077,239,950","13,200","13,850","12,750","104,754,304,200",0,"7,674,308",,,
1501,43200,파루,"2,700",15,0.6,"382,199","1,028,120,930","2,695","2,715","2,670","104,720,706,900",0,"38,785,447",,,
1502,65710,서호전기,"20,300",0,0,"9,971","202,210,400","20,650","20,650","20,000","104,545,000,000",0,"5,150,000",,,
1503,2870,신풍제지,"2,990",-165,-5.2,"1,055,623","3,189,745,435","3,130","3,150","2,970","104,526,513,000",0,"34,958,700",,,
1504,33830,티비씨,"1,045",-15,-1.4,"299,324","316,446,185","1,055","1,080","1,040","104,500,000,000",0,"100,000,000",,,
1505,1550,조비,"20,100",800,4.2,"583,004","11,952,516,550","19,450","21,200","19,350","104,364,003,900",0,"5,192,239",,,
1506,256150,한독크린텍,"25,500",200,0.8,"11,024","279,567,000","25,400","25,600","25,150","104,320,500,000",0,"4,091,000",,,
1507,15230,대창단조,"7,300",280,4,"119,085","852,652,670","7,020","7,360","6,950","104,288,639,500",0,"14,286,115",,,
1508,42500,링네트,"6,850",-110,-1.6,"255,280","1,766,614,220","6,950","7,040","6,850","104,235,614,300",0,"15,216,878",,,
1509,52790,액토즈소프트,"9,170",90,1,"27,860","254,492,420","9,090","9,380","9,080","103,901,950,460",0,"11,330,638",,,
1510,63440,SM Life Design,"2,300",-20,-0.9,"6,030,559","14,001,283,965","2,330","2,370","2,265","103,797,054,200",0,"45,129,154",,,
1511,229000,젠큐릭스,"16,200",100,0.6,"26,463","428,750,300","16,050","16,350","16,050","103,662,163,800",0,"6,398,899",,,
1512,150900,파수,"9,290",-240,-2.5,"147,548","1,373,984,720","9,590","9,680","9,190","103,612,233,970",0,"11,153,093",,,
1513,224060,코디엠,393,-11,-2.7,"8,403,378","3,352,901,232",406,409,392,"103,450,873,182",0,"263,233,774",,,
1514,72990,에이치시티,"14,850",600,4.2,"189,571","2,813,964,450","14,350","15,300","14,250","102,874,860,000",0,"6,927,600",,,
1515,58850,KTcs,"2,405",55,2.3,"15,450,688","38,912,392,465","2,360","2,790","2,310","102,657,425,000",0,"42,685,000",,,
1516,9300,삼아제약,"16,100",-50,-0.3,"14,457","231,709,350","16,150","16,200","15,900","102,557,000,000",0,"6,370,000",,,
1517,5110,한창,"1,535",0,0,"3,606,908","5,423,609,545","1,520","1,535","1,485","102,523,062,915",0,"66,790,269",,,
1518,180060,탑선,"12,050",0,0,"2,412","28,697,150","12,100","12,100","11,700","102,505,325,300",0,"8,506,666",,,
1519,31820,콤텍시스템,"1,510",-10,-0.7,"1,071,750","1,627,700,580","1,510","1,535","1,505","102,455,713,660",0,"67,851,466",,,
1520,56360,코위버,"10,450",-250,-2.3,"191,383","2,007,668,350","10,550","10,650","10,350","102,376,560,000",0,"9,796,800",,,
1521,198440,고려시멘트,"3,200",35,1.1,"434,268","1,386,053,885","3,190","3,220","3,145","102,335,872,000",0,"31,979,960",,,
1522,6050,국영지앤엠,"2,925",-35,-1.2,"914,040","2,677,103,160","2,980","2,985","2,905","102,068,585,775",0,"34,895,243",,,
1523,238200,비피도,"24,950",100,0.4,"33,648","838,656,900","24,500","25,350","24,250","102,045,500,000",0,"4,090,000",,,
1524,4080,신흥,"10,600",-100,-0.9,"6,825","73,098,800","10,700","10,950","10,550","101,760,000,000",0,"9,600,000",,,
1525,22220,정산애강,"1,960",10,0.5,"248,498","488,119,060","1,980","1,985","1,945","101,517,374,840",0,"51,794,579",,,
1526,227840,현대코퍼레이션홀딩스,"11,150",150,1.4,"37,928","421,771,750","11,000","11,250","11,000","101,474,321,400",0,"9,100,836",,,
1527,64850,에프앤가이드,"8,400",400,5,"85,614","695,405,240","7,950","8,400","7,950","101,472,000,000",0,"12,080,000",,,
1528,43290,케이맥,"2,730",-100,-3.5,"542,164","1,480,520,230","2,785","2,830","2,665","101,450,324,430",0,"37,161,291",,,
1529,11330,유니켐,"1,475",-20,-1.3,"594,208","881,821,525","1,495","1,520","1,470","101,347,755,925",0,"68,710,343",,,
1530,39830,오로라,"9,410",0,0,"49,311","462,837,800","9,410","9,470","9,320","101,278,794,900",0,"10,762,890",,,
1531,73570,WI,"1,335",30,2.3,"311,539","411,813,555","1,310","1,335","1,305","101,247,533,415",0,"75,840,849",,,
1532,124560,태웅로직스,"5,180",10,0.2,"286,895","1,480,171,560","5,130","5,240","5,120","101,200,582,560",0,"19,536,792",,,
1533,14710,사조씨푸드,"5,870",-200,-3.3,"269,048","1,585,842,490","6,020","6,040","5,840","101,072,847,410",0,"17,218,543",,,
1534,6980,우성사료,"3,265",90,2.8,"1,256,509","4,079,697,115","3,200","3,295","3,140","100,888,500,000",0,"30,900,000",,,
1535,242040,나무기술,"3,110",35,1.1,"356,249","1,105,803,930","3,080","3,145","3,070","100,766,052,600",0,"32,400,660",,,
1536,124500,아이티센,"5,050",0,0,"100,676","507,534,900","5,050","5,080","4,985","100,532,031,650",0,"19,907,333",,,
1537,32860,글로스퍼랩스,"11,400",-300,-2.6,"203,521","2,307,968,650","11,650","11,800","11,000","100,332,574,200",0,"8,801,103",,,
1538,6340,대원전선,"1,410",-55,-3.8,"1,578,652","2,237,268,795","1,480","1,480","1,395","100,133,923,470",0,"71,016,967",,,
