순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1,5930,삼성전자,"89,700",0,0,"26,352,308","2,352,910,896,900","88,700","90,000","88,700","535,489,494,735,000",20.86,"5,969,782,550",,,2531
2,660,SK하이닉스,"130,500","-2,500",-1.9,"5,376,633","701,948,541,508","132,500","133,000","129,000","95,004,308,632,500",3.7,"728,002,365",,,
3,51910,LG화학,"1,010,000","10,000",1,"652,039","667,699,659,000","1,008,000","1,050,000","1,000,000","71,298,266,430,000",2.78,"70,592,343",,,
4,5935,삼성전자우,"78,800",200,0.2,"2,240,220","176,309,067,600","78,800","79,100","78,400","64,843,471,960,000",2.53,"822,886,700",,,
5,207940,삼성바이오로직스,"816,000","-14,000",-1.7,"163,215","133,576,876,000","828,000","828,000","810,000","53,990,640,000,000",2.1,"66,165,000",,,
6,5380,현대차,"250,500","-8,500",-3.3,"3,377,509","850,430,876,500","251,000","255,500","248,500","53,523,880,843,500",2.09,"213,668,187",,,
7,35420,NAVER,"318,000","4,000",1.3,"1,547,567","494,658,648,500","318,500","326,000","314,000","52,235,759,610,000",2.03,"164,263,395",,,
8,6400,삼성SDI,"749,000","-5,000",-0.7,"531,151","400,575,342,000","751,000","768,000","746,000","51,504,632,970,000",2.01,"68,764,530",,,
9,68270,셀트리온,"352,500","-29,000",-7.6,"3,403,470","1,222,010,697,000","366,000","374,000","351,000","47,586,726,262,500",1.85,"134,997,805",,,
10,35720,카카오,"451,500","-3,000",-0.7,"801,047","365,119,750,500","454,000","463,000","450,000","39,939,647,559,000",1.56,"88,459,906",,,
11,12330,현대모비스,"327,000","-12,500",-3.7,"976,588","320,136,389,500","328,500","334,500","324,500","31,082,884,938,000",1.21,"95,054,694",,,
12,270,기아차,"73,800","1,600",2.2,"6,826,380","503,769,218,900","71,200","75,500","70,500","29,915,815,008,600",1.17,"405,363,347",,,
13,28260,삼성물산,"152,500","6,500",4.4,"1,849,429","283,795,164,500","147,500","157,500","146,500","28,500,279,852,500",1.11,"186,887,081",,,
14,51900,LG생활건강,"1,596,000","-2,000",-0.1,"37,272","59,281,192,000","1,562,000","1,607,000","1,561,000","24,926,642,412,000",0.97,"15,618,197",,,
15,5490,POSCO,"282,000","-1,500",-0.5,"398,561","112,731,251,500","283,500","285,000","281,000","24,586,687,470,000",0.96,"87,186,835",,,
16,96770,SK이노베이션,"262,000","-19,000",-6.8,"2,600,425","702,724,356,500","274,000","283,500","261,000","24,225,977,768,000",0.94,"92,465,564",,,
17,66570,LG전자,"147,000","7,000",5,"5,590,703","817,985,820,500","138,500","150,500","138,500","24,056,228,658,000",0.94,"163,647,814",,,
18,91990,셀트리온헬스케어,"155,900","-13,900",-8.2,"5,336,154","845,928,633,800","161,100","165,000","153,700","23,667,151,249,800",0.92,"151,809,822",,,
19,34730,SK,"306,000","9,500",3.2,"911,264","279,346,412,000","299,000","310,000","298,500","21,530,250,882,000",0.84,"70,360,297",,,
20,17670,SK텔레콤,"255,500",500,0.2,"528,936","135,005,271,500","255,000","258,500","252,000","20,630,529,160,500",0.8,"80,745,711",,,
21,36570,엔씨소프트,"939,000","-1,000",-0.1,"97,146","91,224,183,000","932,000","946,000","930,000","20,614,826,658,000",0.8,"21,954,022",,,
22,105560,KB금융,"46,550",-750,-1.6,"2,835,499","132,841,125,215","47,500","47,550","46,550","19,355,858,676,000",0.75,"415,807,920",,,
23,3550,LG,"108,500","5,000",4.8,"1,005,170","107,861,897,932","102,500","109,500","102,000","18,722,448,713,500",0.73,"172,557,131",,,
24,55550,신한지주,"34,050",-150,-0.4,"3,913,214","133,549,735,600","34,300","34,350","33,950","17,587,738,731,750",0.69,"516,526,835",,,
25,32830,삼성생명,"84,900","1,300",1.6,"953,576","80,857,263,300","83,500","86,000","83,500","16,980,000,000,000",0.66,"200,000,000",,,
26,15760,한국전력,"25,950",200,0.8,"4,483,391","115,806,327,400","25,950","26,000","25,550","16,658,967,798,150",0.65,"641,964,077",,,
27,18260,삼성에스디에스,"209,500","3,500",1.7,"429,772","90,811,822,500","208,500","215,000","207,000","16,210,649,100,000",0.63,"77,377,800",,,
28,9150,삼성전기,"207,500","4,000",2,"1,317,689","275,524,565,000","205,000","214,000","205,000","15,498,941,920,000",0.6,"74,693,696",,,
29,90430,아모레퍼시픽,"213,500","2,000",1,"348,841","73,765,430,500","213,000","213,500","208,000","12,480,887,615,000",0.49,"58,458,490",,,
30,326030,SK바이오팜,"155,000","2,000",1.3,"286,097","44,266,009,000","153,500","156,500","152,000","12,138,553,750,000",0.47,"78,313,250",,,
31,86790,하나금융지주,"39,250",-950,-2.4,"2,290,422","89,845,612,850","39,900","40,000","38,900","11,784,500,933,500",0.46,"300,242,062",,,
32,33780,KT&G,"82,100",100,0.1,"837,056","68,920,476,400","82,600","82,800","82,100","11,271,714,003,700",0.44,"137,292,497",,,
33,251270,넷마블,"126,500",-500,-0.4,"330,022","42,023,872,500","126,500","129,000","126,000","10,859,430,829,500",0.42,"85,845,303",,,
34,11170,롯데케미칼,"316,000","7,000",2.3,"322,915","100,797,582,500","310,000","317,000","305,000","10,831,032,404,000",0.42,"34,275,419",,,
35,18880,한온시스템,"17,850",150,0.8,"1,665,052","29,693,086,900","17,700","18,200","17,450","9,528,330,000,000",0.37,"533,800,000",,,
36,810,삼성화재,"189,000","1,000",0.5,"208,928","39,372,588,500","187,500","189,500","186,000","8,953,844,193,000",0.35,"47,374,837",,,
37,9830,한화솔루션,"55,500",500,0.9,"2,971,110","164,988,578,500","55,500","56,500","54,700","8,872,479,583,500",0.35,"159,864,497",,,
38,10950,S-Oil,"77,700",-600,-0.8,"777,980","61,008,704,400","78,300","80,000","77,400","8,747,682,938,400",0.34,"112,582,792",,,
39,9540,한국조선해양,"118,500","2,500",2.2,"674,245","80,606,324,500","115,500","122,500","115,000","8,386,614,246,000",0.33,"70,773,116",,,
40,3670,포스코케미칼,"131,500","6,000",4.8,"553,344","71,798,752,500","125,500","133,000","125,500","8,019,950,930,000",0.31,"60,988,220",,,
41,10130,고려아연,"420,500","-2,500",-0.6,"80,377","33,882,208,000","426,000","427,000","419,500","7,934,835,000,000",0.31,"18,870,000",,,
42,34220,LG디스플레이,"21,500","1,050",5.1,"9,855,026","207,826,315,000","20,250","21,500","20,150","7,693,037,550,000",0.3,"357,815,700",,,
43,68760,셀트리온제약,"207,100","-22,600",-9.8,"1,721,887","367,499,489,300","216,300","225,000","206,700","7,416,382,922,700",0.29,"35,810,637",,,
44,316140,우리금융지주,"10,100",50,0.5,"3,351,537","33,870,584,700","10,100","10,200","10,000","7,294,903,598,300",0.28,"722,267,683",,,
45,86280,현대글로비스,"185,500","-4,500",-2.4,"280,244","52,302,341,500","187,500","189,000","185,500","6,956,250,000,000",0.27,"37,500,000",,,
46,97950,CJ제일제당,"448,000","16,000",3.7,"201,972","89,867,237,500","437,500","452,500","432,000","6,744,275,328,000",0.26,"15,054,186",,,
47,6800,미래에셋대우,"10,300",250,2.5,"3,517,928","35,812,110,150","10,100","10,350","10,050","6,646,759,002,400",0.26,"645,316,408",,,
48,24110,기업은행,"8,840",-40,-0.4,"2,768,717","24,472,715,970","8,900","8,910","8,800","6,529,792,942,400",0.25,"738,664,360",,,
49,30200,KT,"24,150",50,0.2,"1,877,066","45,295,366,650","24,100","24,400","23,950","6,305,850,163,200",0.25,"261,111,808",,,
50,19170,신풍제약,"118,000","1,000",0.8,"1,079,924","129,447,008,500","117,000","122,500","117,000","6,252,228,820,000",0.24,"52,984,990",,,
51,352820,빅히트,"166,000","-2,500",-1.5,"340,685","57,005,230,500","166,500","170,500","163,500","5,913,544,160,000",0.23,"35,623,760",,,
52,4020,현대제철,"43,900",-500,-1.1,"1,222,057","53,682,749,200","44,300","44,500","43,650","5,858,269,961,500",0.23,"133,445,785",,,
53,3490,대한항공,"32,750","2,300",7.6,"11,538,759","370,866,291,800","30,900","33,000","30,500","5,705,368,100,750",0.22,"174,209,713",,,
54,21240,코웨이,"75,300","2,100",2.9,"484,662","36,327,972,700","73,200","75,800","73,100","5,557,111,310,700",0.22,"73,799,619",,,
55,35250,강원랜드,"25,650",750,3,"2,071,002","53,172,705,100","25,000","26,250","24,950","5,487,573,825,000",0.21,"213,940,500",,,
56,32640,LG유플러스,"12,250",-150,-1.2,"5,806,890","71,173,302,150","12,400","12,450","12,200","5,348,489,172,250",0.21,"436,611,361",,,
57,8930,한미사이언스,"80,900",-100,-0.1,"298,671","24,049,810,900","77,300","82,000","77,300","5,340,301,954,100",0.21,"66,011,149",,,
58,11780,금호석유,"172,000","9,500",5.8,"463,483","78,255,469,500","163,500","174,500","162,500","5,240,442,852,000",0.2,"30,467,691",,,
59,34020,두산중공업,"13,900",600,4.5,"7,971,815","110,441,907,350","13,300","14,400","13,100","5,207,451,659,000",0.2,"374,636,810",,,
60,100,유한양행,"77,800","3,100",4.2,"995,036","76,398,724,200","75,800","78,300","75,200","5,201,459,818,000",0.2,"66,856,810",,,
61,2790,아모레G,"61,800","1,200",2,"272,704","16,746,693,900","61,300","62,400","60,600","5,095,915,524,000",0.2,"82,458,180",,,
62,161390,한국타이어앤테크놀로지,"40,550",550,1.4,"683,346","27,676,498,500","39,200","41,000","39,200","5,023,134,047,950",0.2,"123,875,069",,,
63,720,현대건설,"44,750",300,0.7,"1,471,873","65,604,032,250","44,050","44,950","43,800","4,983,170,483,750",0.19,"111,355,765",,,
64,28300,에이치엘비,"93,900",400,0.4,"850,485","80,167,745,300","93,500","97,300","92,600","4,974,270,994,800",0.19,"52,974,132",,,
65,11200,HMM,"15,200",150,1,"5,187,625","79,381,911,700","15,050","15,600","15,000","4,966,240,109,600",0.19,"326,726,323",,,
66,139480,이마트,"178,000","-1,500",-0.8,"582,964","103,611,500,000","181,000","183,500","174,000","4,961,895,782,000",0.19,"27,875,819",,,
67,96530,씨젠,"187,900","4,600",2.5,"421,508","78,927,031,700","185,100","189,600","184,200","4,929,372,358,000",0.19,"26,234,020",,,
68,71050,한국금융지주,"87,800","1,400",1.6,"506,518","44,320,698,900","86,500","88,300","86,100","4,892,742,097,600",0.19,"55,725,992",,,
69,271560,오리온,"123,500","1,500",1.2,"174,187","21,406,840,250","121,500","124,000","121,000","4,882,712,302,000",0.19,"39,536,132",,,
70,6280,녹십자,"407,500","21,000",5.4,"448,719","181,391,449,000","387,500","420,500","376,500","4,762,264,235,000",0.19,"11,686,538",,,
71,10140,삼성중공업,"7,130",100,1.4,"9,767,590","70,034,725,370","7,070","7,280","7,050","4,491,900,000,000",0.17,"630,000,000",,,
72,11070,LG이노텍,"189,000",0,0,"315,004","59,297,963,500","187,500","191,000","186,000","4,473,083,223,000",0.17,"23,667,107",,,
73,180640,한진칼,"67,500",-100,-0.2,"144,887","9,850,402,800","67,000","69,100","66,900","4,472,719,425,000",0.17,"66,262,510",,,
74,128940,한미약품,"375,000","8,000",2.2,"103,132","38,013,134,500","370,500","377,000","359,000","4,441,135,875,000",0.17,"11,843,029",,,
75,267250,현대중공업지주,"279,000","6,500",2.4,"88,384","24,387,568,000","272,000","279,500","270,500","4,407,814,143,000",0.17,"15,798,617",,,
76,196170,알테오젠,"152,400",400,0.3,"164,523","25,164,005,200","153,600","155,600","151,300","4,279,833,960,000",0.17,"28,082,900",,,
77,285130,SK케미칼,"356,000","-5,000",-1.4,"144,875","51,637,095,500","359,000","363,000","352,000","4,179,936,976,000",0.16,"11,741,396",,,
78,247540,에코프로비엠,"197,500","9,500",5,"432,241","84,643,053,200","192,000","199,500","190,500","4,154,445,285,000",0.16,"21,035,166",,,
79,11790,SKC,"105,000","5,700",5.7,"433,762","44,463,438,100","101,500","105,000","99,800","3,976,171,290,000",0.15,"37,868,298",,,
80,5387,현대차2우B,"108,500","-2,500",-2.2,"305,016","33,316,043,500","108,500","113,000","107,000","3,958,671,433,500",0.15,"36,485,451",,,
81,4990,롯데지주,"37,550","1,050",2.9,"592,644","22,067,774,900","36,500","37,950","36,150","3,939,341,849,350",0.15,"104,909,237",,,
82,120,CJ대한통운,"171,000",500,0.3,"97,558","16,596,758,000","169,500","172,500","168,500","3,900,910,824,000",0.15,"22,812,344",,,
84,16360,삼성증권,"43,050",-600,-1.4,"582,586","25,219,991,350","43,500","43,700","43,050","3,844,365,000,000",0.15,"89,300,000",,,
85,29780,삼성카드,"32,900",350,1.1,"216,486","7,078,718,500","32,500","32,900","32,300","3,811,757,513,900",0.15,"115,858,891",,,
86,78930,GS,"40,550",500,1.2,"580,079","23,501,252,100","40,100","40,900","39,900","3,767,718,577,900",0.15,"92,915,378",,,
87,51915,LG화학우,"479,000","9,000",1.9,"116,933","56,620,238,000","473,000","499,500","472,000","3,682,935,200,000",0.14,"7,688,800",,,
88,39490,키움증권,"153,000",0,0,"166,321","25,341,314,000","152,000","154,000","149,000","3,676,382,073,000",0.14,"24,028,641",,,
89,35760,CJ ENM,"163,100","-5,300",-3.2,"294,994","48,280,089,800","167,700","167,800","161,500","3,576,645,017,400",0.14,"21,929,154",,,
90,336260,두산퓨얼셀,"54,000",-700,-1.3,"1,244,907","66,613,639,300","54,700","54,800","52,800","3,536,661,204,000",0.14,"65,493,726",,,
91,263750,펄어비스,"267,200",-700,-0.3,"28,650","7,646,090,300","267,800","269,800","265,000","3,494,935,920,000",0.14,"13,079,850",,,
92,23530,롯데쇼핑,"123,000","2,500",2.1,"293,340","35,716,251,000","121,500","123,500","119,500","3,479,516,865,000",0.14,"28,288,755",,,
93,12510,더존비즈온,"115,000","-1,500",-1.3,"113,888","13,133,086,000","117,000","117,500","114,500","3,463,570,805,000",0.13,"30,118,007",,,
94,293490,카카오게임즈,"46,650",-50,-0.1,"540,484","25,283,374,650","46,700","47,150","46,400","3,457,540,742,850",0.13,"74,116,629",,,
95,204320,만도,"73,600","-3,300",-4.3,"1,383,302","102,540,824,200","74,600","75,800","73,100","3,456,044,032,000",0.13,"46,957,120",,,
96,6360,GS건설,"42,900",100,0.2,"766,935","32,786,032,150","42,800","43,000","42,100","3,447,886,427,700",0.13,"80,370,313",,,
97,3090,대웅,"58,800",500,0.9,"3,950,515","242,578,640,000","60,600","64,200","58,300","3,418,748,424,000",0.13,"58,141,980",,,
98,36490,SK머티리얼즈,"323,600","-1,700",-0.5,"39,463","12,766,852,000","324,900","331,600","320,500","3,413,226,982,800",0.13,"10,547,673",,,
99,5940,NH투자증권,"12,050",-50,-0.4,"1,023,677","12,328,328,350","12,100","12,100","11,950","3,390,977,088,350",0.13,"281,408,887",,,
100,1040,CJ,"115,000","11,500",11.1,"533,177","59,100,429,500","103,500","115,000","103,000","3,355,354,770,000",0.13,"29,176,998",,,
101,3410,쌍용양회,"6,640",-20,-0.3,"1,514,838","10,085,124,860","6,670","6,720","6,640","3,345,627,710,800",0.13,"503,859,595",,,
102,241560,두산밥캣,"33,350",150,0.4,"597,872","19,942,492,200","33,300","33,800","32,900","3,343,309,686,100",0.13,"100,249,166",,,
103,12750,에스원,"87,700",-500,-0.6,"83,202","7,315,283,500","87,600","88,900","87,500","3,332,527,910,600",0.13,"37,999,178",,,
104,8770,호텔신라,"84,900",300,0.4,"1,253,254","107,067,617,200","84,900","87,200","84,100","3,332,165,472,900",0.13,"39,248,121",,,
105,26960,동서,"33,000",-100,-0.3,"131,401","4,344,651,750","33,000","33,550","32,850","3,290,100,000,000",0.13,"99,700,000",,,
106,32500,케이엠더블유,"80,700",0,0,"325,072","26,226,512,300","80,400","81,500","80,100","3,213,545,258,100",0.13,"39,820,883",,,
107,36460,한국가스공사,"34,600","2,050",6.3,"1,721,157","58,031,892,300","33,150","34,700","32,600","3,194,029,800,000",0.12,"92,313,000",,,
108,253450,스튜디오드래곤,"103,000",-700,-0.7,"294,998","30,360,537,500","103,700","104,800","101,400","3,090,447,535,000",0.12,"30,004,345",,,
109,5830,DB손해보험,"43,350",100,0.2,"190,487","8,263,957,950","43,300","43,750","43,000","3,069,180,000,000",0.12,"70,800,000",,,
110,42660,대우조선해양,"28,500",50,0.2,"443,759","12,670,782,500","28,300","29,100","28,200","3,057,784,066,500",0.12,"107,290,669",,,
111,5385,현대차우,"119,500","-1,000",-0.8,"411,938","48,727,166,000","117,500","120,000","116,000","2,910,623,857,500",0.11,"24,356,685",,,
112,210,대림산업,"83,000",0,0,0,0,0,0,0,"2,888,400,000,000",0.11,"34,800,000",,,
113,112610,씨에스윈드,"165,500","-3,500",-2.1,"215,718","35,630,281,500","169,000","169,500","163,000","2,860,785,832,500",0.11,"17,285,715",,,
114,81660,휠라홀딩스,"47,050",-650,-1.4,"375,933","17,642,734,250","47,350","47,700","46,500","2,858,392,045,100",0.11,"60,752,222",,,
115,7070,GS리테일,"36,600",-400,-1.1,"322,598","11,817,033,300","37,050","37,200","36,500","2,818,200,000,000",0.11,"77,000,000",,,
116,20150,일진머티리얼즈,"60,800","1,800",3,"1,356,664","82,244,449,200","59,000","61,400","58,600","2,803,538,768,000",0.11,"46,110,835",,,
117,88350,한화생명,"3,170",-65,-2,"9,687,568","30,971,101,075","3,200","3,270","3,145","2,753,240,100,000",0.11,"868,530,000",,,
118,145020,휴젤,"216,900","18,100",9.1,"285,625","59,830,170,100","200,100","217,000","197,100","2,748,152,281,500",0.11,"12,670,135",,,
119,28050,삼성엔지니어링,"14,000",-100,-0.7,"1,764,596","24,713,020,250","14,150","14,150","13,900","2,744,000,000,000",0.11,"196,000,000",,,
120,307950,현대오토에버,"129,500",0,0,"111,165","14,478,689,500","128,500","133,000","128,500","2,719,500,000,000",0.11,"21,000,000",,,
121,47810,한국항공우주,"27,300",-200,-0.7,"561,563","15,379,747,950","27,650","27,750","27,250","2,661,070,421,100",0.1,"97,475,107",,,
122,28670,팬오션,"4,970",50,1,"2,537,811","12,542,033,130","4,910","4,995","4,900","2,656,810,474,640",0.1,"534,569,512",,,
123,95700,제넥신,"106,800","-2,400",-2.2,"479,801","51,510,786,300","108,500","110,800","106,300","2,637,722,263,200",0.1,"24,697,774",,,
124,990,DB하이텍,"59,400",-100,-0.2,"1,605,097","95,360,376,000","59,400","60,600","58,200","2,637,276,127,200",0.1,"44,398,588",,,
125,282330,BGF리테일,"151,500","4,000",2.7,"109,591","16,488,092,750","146,000","152,500","146,000","2,618,511,759,000",0.1,"17,283,906",,,
126,10060,OCI,"108,000",0,0,"319,505","34,268,683,500","106,000","109,500","106,000","2,575,732,068,000",0.1,"23,849,371",,,
127,80,하이트진로,"36,600","1,100",3.1,"1,067,742","38,854,809,550","35,650","36,800","35,600","2,566,890,162,600",0.1,"70,133,611",,,
128,8560,메리츠증권,"3,780",-35,-0.9,"2,897,521","10,965,156,440","3,805","3,815","3,770","2,555,135,328,060",0.1,"675,961,727",,,
129,47040,대우건설,"6,050",340,6,"11,474,573","68,275,075,840","5,710","6,090","5,710","2,514,516,959,900",0.1,"415,622,638",,,
130,4170,신세계,"254,000",0,0,"200,920","51,397,463,500","254,500","260,000","251,500","2,500,675,974,000",0.1,"9,845,181",,,
131,185750,종근당,"228,500","26,000",12.8,"3,040,675","719,175,659,500","207,000","254,000","204,000","2,487,379,022,500",0.1,"10,885,685",,,
132,9240,한샘,"104,000",0,0,"72,149","7,557,209,000","104,000","106,000","103,500","2,447,528,512,000",0.1,"23,533,928",,,
133,30000,제일기획,"21,050",-300,-1.4,"633,616","13,368,618,100","21,350","21,400","20,950","2,421,617,786,250",0.09,"115,041,225",,,
134,6260,LS,"72,800",300,0.4,"320,725","23,254,556,400","72,700","73,400","72,000","2,344,160,000,000",0.09,"32,200,000",,,
135,880,한화,"30,700",350,1.2,"570,750","17,510,411,300","30,700","31,100","30,200","2,301,233,164,500",0.09,"74,958,735",,,
136,64350,현대로템,"21,000",350,1.7,"2,268,165","47,398,360,050","20,450","21,350","20,450","2,291,988,153,000",0.09,"109,142,293",,,
137,58470,리노공업,"148,400","2,600",1.8,"103,243","15,028,034,600","145,500","149,300","143,100","2,261,967,708,000",0.09,"15,242,370",,,
138,357780,솔브레인,"288,700","8,300",3,"45,760","12,962,022,700","280,400","288,700","280,400","2,245,672,004,200",0.09,"7,778,566",,,
139,66970,엘앤에프,"79,500","4,700",6.3,"1,560,018","122,055,201,700","75,000","80,200","74,800","2,230,668,955,500",0.09,"28,058,729",,,
140,14680,한솔케미칼,"193,000","6,000",3.2,"106,323","20,359,086,500","186,500","194,000","186,000","2,179,972,635,000",0.08,"11,295,195",,,
141,78340,컴투스,"169,000","2,700",1.6,"183,770","30,971,308,300","168,900","170,800","166,900","2,174,424,980,000",0.08,"12,866,420",,,
142,240810,원익IPS,"44,300",0,0,"428,002","18,864,164,250","44,400","44,500","43,800","2,174,416,814,300",0.08,"49,083,901",,,
143,11210,현대위아,"79,200","-3,400",-4.1,"895,938","71,486,955,800","81,000","81,900","78,800","2,153,850,573,600",0.08,"27,195,083",,,
144,7310,오뚜기,"579,000","-2,000",-0.3,"7,130","4,131,289,000","582,000","584,000","578,000","2,126,076,999,000",0.08,"3,671,981",,,
145,10620,현대미포조선,"52,200",400,0.8,"613,303","32,408,943,700","51,300","54,000","51,200","2,084,980,177,800",0.08,"39,942,149",,,
146,5250,녹십자홀딩스,"43,800",450,1,"1,478,825","64,878,566,700","43,600","45,350","42,050","2,059,835,598,000",0.08,"47,028,210",,,
147,10120,LS ELECTRIC,"68,200",-500,-0.7,"164,381","11,277,027,300","68,700","69,500","68,100","2,046,000,000,000",0.08,"30,000,000",,,
148,235980,메드팩토,"100,400",400,0.4,"163,571","16,448,872,100","101,500","102,000","99,900","2,042,421,336,800",0.08,"20,342,842",,,
149,272210,한화시스템,"18,300",-700,-3.7,"1,533,261","28,345,061,950","18,950","19,150","18,200","2,017,216,118,700",0.08,"110,230,389",,,
150,1450,현대해상,"22,450",-150,-0.7,"724,546","16,294,354,025","22,500","22,650","22,300","2,007,030,000,000",0.08,"89,400,000",,,
151,278280,천보,"199,900","2,500",1.3,"199,794","39,379,256,900","197,200","203,000","194,700","1,999,000,000,000",0.08,"10,000,000",,,
152,69620,대웅제약,"170,000","2,500",1.5,"420,229","72,871,853,000","170,000","180,000","168,500","1,969,717,750,000",0.08,"11,586,575",,,
153,138930,BNK금융지주,"5,990",-40,-0.7,"1,975,160","11,814,182,500","6,020","6,030","5,940","1,952,352,123,540",0.08,"325,935,246",,,
154,9900,명신산업,"47,300","2,200",4.9,"3,129,702","143,671,349,650","45,150","47,400","44,200","1,928,852,376,000",0.08,"40,779,120",,,
155,47050,포스코인터내셔널,"15,200",50,0.3,"765,493","11,653,432,450","15,300","15,350","15,100","1,875,302,264,800",0.07,"123,375,149",,,
156,69960,현대백화점,"80,000",-500,-0.6,"247,201","19,985,084,400","81,100","81,900","80,000","1,872,195,280,000",0.07,"23,402,441",,,
157,294870,HDC현대산업개발,"28,350",300,1.1,"1,167,643","33,165,134,850","28,300","28,650","27,400","1,868,472,805,500",0.07,"65,907,330",,,
158,42670,두산인프라코어,"8,640",150,1.8,"21,821,898","191,989,756,920","8,430","9,090","8,350","1,865,485,900,800",0.07,"215,912,720",,,
159,6650,대한유화,"284,000","6,500",2.3,"140,059","39,663,800,000","281,500","287,500","277,000","1,846,000,000,000",0.07,"6,500,000",,,
160,5290,동진쎄미켐,"35,700",-550,-1.5,"918,345","32,861,865,900","36,150","36,550","35,450","1,835,497,435,800",0.07,"51,414,494",,,
161,4370,농심,"300,000","3,000",1,"56,598","16,893,187,500","296,000","300,500","296,000","1,824,792,600,000",0.07,"6,082,642",,,
162,2380,KCC,"205,000","5,500",2.8,"73,246","14,982,356,000","199,500","208,000","199,000","1,821,726,555,000",0.07,"8,886,471",,,
163,60,메리츠화재,"15,050",600,4.2,"743,430","11,029,629,700","14,550","15,200","14,450","1,815,406,250,000",0.07,"120,625,000",,,
164,9420,한올바이오파마,"34,600",-800,-2.3,"452,575","15,762,290,150","35,400","35,500","34,600","1,807,526,074,800",0.07,"52,240,638",,,
165,17800,현대엘리베이,"44,000",700,1.6,"391,142","17,086,648,500","43,600","44,000","43,300","1,795,868,404,000",0.07,"40,815,191",,,
166,3000,부광약품,"27,150","1,900",7.5,"4,174,130","110,861,624,600","25,200","27,850","24,600","1,760,351,102,700",0.07,"64,837,978",,,
167,237690,에스티팜,"89,000","1,000",1.1,"282,332","24,882,859,500","87,400","91,000","85,600","1,660,384,000,000",0.06,"18,656,000",,,
168,10780,아이에스동서,"53,700",-200,-0.4,"99,013","5,312,470,300","54,400","54,700","52,900","1,658,932,942,200",0.06,"30,892,606",,,
169,12450,한화에어로스페이스,"32,500",-550,-1.7,"527,256","17,154,138,250","33,100","33,400","31,950","1,645,475,000,000",0.06,"50,630,000",,,
170,4800,효성,"77,200","1,200",1.6,"162,806","12,523,928,800","76,000","77,400","76,000","1,626,683,130,000",0.06,"21,071,025",,,
171,98460,고영,"118,000","-4,600",-3.8,"135,884","16,145,713,863","121,400","122,900","117,200","1,620,252,218,000",0.06,"13,730,951",,,
172,336370,솔루스첨단소재,"52,500",-800,-1.5,"317,364","16,693,679,800","52,800","53,400","52,200","1,605,962,295,000",0.06,"30,589,758",,,
173,250,삼천당제약,"70,000",-800,-1.1,"276,190","19,347,056,700","71,400","71,500","69,200","1,593,762,870,000",0.06,"22,768,041",,,
174,7700,F&F,"101,500",500,0.5,"266,692","26,680,579,300","99,900","103,500","97,100","1,563,100,000,000",0.06,"15,400,000",,,
175,323990,박셀바이오,"204,300","26,500",14.9,"3,280,427","606,409,464,400","170,900","220,200","163,500","1,536,948,900,000",0.06,"7,523,000",,,
176,13890,지누스,"106,000",500,0.5,"69,050","7,311,925,500","105,500","107,000","104,000","1,527,115,394,000",0.06,"14,406,749",,,
177,34230,파라다이스,"16,600",350,2.2,"2,147,899","35,808,611,050","16,300","17,250","16,050","1,509,648,355,200",0.06,"90,942,672",,,
178,200130,콜마비앤에이치,"50,800",400,0.8,"136,545","6,913,708,500","50,200","51,000","50,200","1,500,812,746,400",0.06,"29,543,558",,,
179,111770,영원무역,"33,850",0,0,"202,946","6,883,463,750","34,400","34,600","33,500","1,499,943,191,800",0.06,"44,311,468",,,
180,39200,오스코텍,"50,800","3,000",6.3,"1,179,369","58,574,299,900","48,900","51,000","47,950","1,497,415,953,600",0.06,"29,476,692",,,
181,181710,NHN,"76,400",300,0.4,"126,750","9,728,117,800","76,100","77,500","76,100","1,494,767,910,000",0.06,"19,565,025",,,
182,60250,NHN한국사이버결제,"65,000",300,0.5,"90,919","5,920,321,300","65,400","65,600","64,500","1,493,140,545,000",0.06,"22,971,393",,,
183,64760,티씨케이,"127,200","2,400",1.9,"47,240","5,933,083,100","125,200","127,800","124,200","1,485,060,000,000",0.06,"11,675,000",,,
184,268600,셀리버리,"180,400","10,400",6.1,"131,474","23,108,756,500","168,300","181,300","168,100","1,476,593,302,800",0.06,"8,185,107",,,
185,51905,LG생활건강우,"701,000","-2,000",-0.3,"3,111","2,178,707,000","703,000","703,000","699,000","1,471,887,597,000",0.06,"2,099,697",,,
186,4000,롯데정밀화학,"56,400",-200,-0.4,"100,144","5,656,902,800","56,300","57,000","56,200","1,455,120,000,000",0.06,"25,800,000",,,
187,86520,에코프로,"64,800","3,900",6.4,"577,352","36,208,349,300","61,100","64,800","60,700","1,431,444,376,800",0.06,"22,090,191",,,
188,39030,이오테크닉스,"116,000","-1,400",-1.2,"80,370","9,325,924,600","117,400","117,500","115,500","1,429,067,800,000",0.06,"12,319,550",,,
189,140410,메지온,"160,500","4,800",3.1,"69,980","11,162,914,100","158,000","162,100","157,100","1,427,279,313,000",0.06,"8,892,706",,,
190,141080,레고켐바이오,"60,100","-1,300",-2.1,"390,591","23,577,770,800","61,400","61,700","59,900","1,423,396,740,600",0.06,"23,683,806",,,
